epoch,train_c_loss,train_r_loss,running_loss
0,1.1585299968719482,1.0169588327407837,1.367993250489235
1,0.8996489644050598,0.7807695865631104,1.352624607582887
2,0.15227918326854706,0.0,1.3434788915846083
3,0.13893288373947144,0.0,1.3326941480239232
4,0.8866152763366699,0.7220737338066101,1.3200070997079214
5,0.8865739107131958,0.6937066912651062,1.3081742086344295
6,0.087371826171875,0.0,1.2972895382415681
