                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     73,                 1.2623,                 1.3143,                 1.3405,                0.51589,                0.33179,                0.32186,                0.14039,                    nan,                    nan,                    nan,             6.4536e-06,             6.4536e-06,             6.4536e-06
                     74,                 1.2553,                 1.2967,                 1.3279,                0.56648,                0.31749,                0.32357,                 0.1445,                    nan,                    nan,                    nan,             6.4036e-06,             6.4036e-06,             6.4036e-06
                     75,                 1.2727,                 1.3251,                 1.3397,                0.56846,                0.30414,                0.32313,                0.13955,                    nan,                    nan,                    nan,             6.3536e-06,             6.3536e-06,             6.3536e-06
                     76,                 1.2314,                 1.2967,                 1.3233,                0.48303,                0.32329,                0.31005,                0.14172,                    nan,                    nan,                    nan,             6.3037e-06,             6.3037e-06,             6.3037e-06
                     77,                  1.234,                 1.2869,                 1.3218,                0.44421,                0.33414,                 0.3044,                0.14057,                    nan,                    nan,                    nan,             6.2538e-06,             6.2538e-06,             6.2538e-06
                     78,                 1.2312,                 1.2903,                  1.317,                0.56352,                0.30616,                0.31126,                0.14349,                    nan,                    nan,                    nan,             6.2038e-06,             6.2038e-06,             6.2038e-06
                     79,                  1.257,                 1.2735,                 1.3222,                0.50419,                0.37082,                0.34911,                0.15923,                    nan,                    nan,                    nan,             6.1539e-06,             6.1539e-06,             6.1539e-06
                     80,                 1.2099,                 1.2621,                 1.3142,                 0.5972,                0.30531,                 0.3222,                0.14326,                    nan,                    nan,                    nan,             6.1039e-06,             6.1039e-06,             6.1039e-06
                     81,                 1.2447,                 1.2698,                 1.3211,                0.55995,                0.31088,                0.31093,                0.14182,                    nan,                    nan,                    nan,              6.054e-06,              6.054e-06,              6.054e-06
                     82,                 1.2565,                  1.295,                 1.3266,                0.53462,                0.32714,                0.32599,                0.14866,                    nan,                    nan,                    nan,              6.004e-06,              6.004e-06,              6.004e-06
                     83,                  1.234,                 1.2681,                 1.3115,                0.57397,                0.33653,                0.32943,                0.15101,                    nan,                    nan,                    nan,             5.9541e-06,             5.9541e-06,             5.9541e-06
                     84,                 1.2378,                 1.2756,                 1.3223,                 0.5844,                0.30415,                0.31486,                0.14634,                    nan,                    nan,                    nan,             5.9041e-06,             5.9041e-06,             5.9041e-06
                     85,                 1.2364,                 1.2527,                 1.3165,                0.54243,                 0.3453,                0.32467,                0.14365,                    nan,                    nan,                    nan,             5.8542e-06,             5.8542e-06,             5.8542e-06
                     86,                 1.2331,                 1.2584,                 1.3184,                0.58596,                0.30911,                0.31665,                0.14775,                    nan,                    nan,                    nan,             5.8042e-06,             5.8042e-06,             5.8042e-06
                     87,                 1.2161,                 1.2439,                 1.3033,                0.54084,                 0.3383,                0.32279,                0.14593,                    nan,                    nan,                    nan,             5.7543e-06,             5.7543e-06,             5.7543e-06
                     88,                  1.222,                 1.2668,                 1.3071,                0.51173,                0.34015,                0.33043,                 0.1506,                    nan,                    nan,                    nan,             5.7043e-06,             5.7043e-06,             5.7043e-06
                     89,                 1.2194,                 1.2768,                 1.3138,                0.57476,                0.33469,                0.32433,                0.14644,                    nan,                    nan,                    nan,             5.6543e-06,             5.6543e-06,             5.6543e-06
                     90,                 1.2124,                 1.2384,                 1.3046,                0.55009,                0.33707,                0.32319,                0.14705,                    nan,                    nan,                    nan,             5.6044e-06,             5.6044e-06,             5.6044e-06
                     91,                 1.2288,                 1.2591,                 1.3127,                0.59833,                0.32502,                0.33747,                0.15392,                    nan,                    nan,                    nan,             5.5544e-06,             5.5544e-06,             5.5544e-06
                     92,                 1.1962,                 1.2463,                 1.2989,                0.52548,                0.34551,                0.32805,                0.14704,                    nan,                    nan,                    nan,             5.5045e-06,             5.5045e-06,             5.5045e-06
                     93,                 1.2411,                  1.266,                 1.3197,                0.53863,                0.34465,                0.32837,                0.14559,                    nan,                    nan,                    nan,             5.4545e-06,             5.4545e-06,             5.4545e-06
                     94,                 1.2052,                 1.2511,                 1.2964,                0.56909,                0.34322,                0.32962,                0.14765,                    nan,                    nan,                    nan,             5.4046e-06,             5.4046e-06,             5.4046e-06
