                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     64,                 1.2184,                0.94541,                 1.2464,                0.67931,                0.61736,                 0.5923,                0.27626,                 1.7516,                 1.4441,                 1.7646,             9.3806e-06,             9.3806e-06,             9.3806e-06
                     65,                 1.2092,                0.93347,                 1.2655,                0.71438,                0.54305,                0.58962,                0.27596,                 1.7947,                 1.4137,                 1.8166,             9.3706e-06,             9.3706e-06,             9.3706e-06
                     66,                 1.2132,                0.90877,                  1.257,                0.62785,                0.56794,                0.58132,                0.27116,                 1.8218,                  1.407,                 1.8414,             9.3606e-06,             9.3606e-06,             9.3606e-06
                     67,                 1.1581,                0.87744,                 1.2131,                0.65787,                0.56311,                 0.5614,                0.26515,                 1.8205,                 1.4262,                 1.8359,             9.3507e-06,             9.3507e-06,             9.3507e-06
                     68,                 1.1645,                0.87289,                  1.221,                0.63529,                 0.5891,                0.58815,                0.26954,                 1.8233,                 1.4265,                  1.837,             9.3407e-06,             9.3407e-06,             9.3407e-06
                     69,                 1.1303,                0.83594,                 1.2131,                0.61383,                0.60531,                0.58996,                0.27816,                 1.7844,                 1.4633,                 1.7986,             9.3307e-06,             9.3307e-06,             9.3307e-06
                     70,                 1.1611,                  0.859,                 1.2244,                0.63701,                0.58254,                0.57639,                0.27141,                 1.8405,                 1.4405,                 1.8659,             9.3207e-06,             9.3207e-06,             9.3207e-06
                     71,                 1.1743,                0.87297,                 1.2367,                0.67636,                0.59128,                0.58243,                0.27661,                 1.8103,                 1.4574,                 1.8269,             9.3107e-06,             9.3107e-06,             9.3107e-06
                     72,                 1.1421,                0.87382,                 1.2294,                0.63492,                0.61195,                0.60181,                 0.2818,                 1.8032,                 1.4336,                 1.8007,             9.3007e-06,             9.3007e-06,             9.3007e-06
                     73,                 1.1411,                0.85021,                 1.2196,                0.71679,                0.54265,                0.59235,                0.26833,                 1.7951,                 1.4414,                 1.8212,             9.2907e-06,             9.2907e-06,             9.2907e-06
                     74,                 1.1622,                 0.8592,                 1.2389,                0.70564,                0.58174,                0.58069,                0.26041,                 1.8128,                 1.4154,                 1.8476,             9.2807e-06,             9.2807e-06,             9.2807e-06
                     75,                 1.1178,                0.83811,                 1.1979,                0.70552,                0.55663,                0.58562,                0.26812,                 1.7426,                 1.3886,                 1.8062,             9.2707e-06,             9.2707e-06,             9.2707e-06
                     76,                 1.1467,                0.82601,                 1.2176,                0.71256,                0.53978,                0.56997,                0.25762,                 1.8259,                 1.4667,                 1.8669,             9.2607e-06,             9.2607e-06,             9.2607e-06
                     77,                 1.1365,                0.82914,                 1.2189,                0.64715,                0.56726,                0.55829,                0.26439,                 1.7722,                 1.3816,                 1.8144,             9.2508e-06,             9.2508e-06,             9.2508e-06
                     78,                 1.1054,                0.79598,                 1.1914,                0.68939,                0.57982,                0.57823,                0.27087,                 1.7852,                 1.4076,                 1.7963,             9.2408e-06,             9.2408e-06,             9.2408e-06
                     79,                 1.1102,                0.81321,                 1.1995,                 0.6664,                0.54566,                0.55094,                0.26008,                 1.8334,                 1.4709,                 1.8323,             9.2308e-06,             9.2308e-06,             9.2308e-06
                     80,                  1.121,                0.82106,                 1.2026,                0.68345,                0.56601,                0.57653,                0.27004,                 1.7924,                 1.4112,                 1.8027,             9.2208e-06,             9.2208e-06,             9.2208e-06
                     81,                 1.1153,                0.83315,                 1.2093,                0.71419,                0.61975,                0.59249,                0.26473,                 1.7701,                 1.3797,                 1.7934,             9.2108e-06,             9.2108e-06,             9.2108e-06
                     82,                 1.0837,                0.80399,                 1.1733,                0.74054,                0.56352,                0.58289,                0.26006,                 1.8023,                  1.394,                  1.826,             9.2008e-06,             9.2008e-06,             9.2008e-06
                     83,                 1.0962,                0.81143,                 1.1811,                 0.6897,                0.60682,                0.60358,                0.27281,                 1.7955,                 1.3193,                 1.8183,             9.1908e-06,             9.1908e-06,             9.1908e-06
                     84,                 1.1314,                0.81847,                 1.1878,                 0.6975,                0.59189,                0.59051,                0.26745,                 1.8144,                 1.3916,                 1.8353,             9.1808e-06,             9.1808e-06,             9.1808e-06
                     85,                 1.1007,                0.81867,                  1.185,                0.63177,                0.59421,                0.57424,                0.26342,                  1.831,                 1.4352,                  1.856,             9.1708e-06,             9.1708e-06,             9.1708e-06
                     86,                 1.0909,                0.79228,                 1.1782,                0.67315,                 0.5829,                0.58494,                0.26428,                 1.8281,                 1.4199,                 1.8302,             9.1608e-06,             9.1608e-06,             9.1608e-06
                     87,                 1.0781,                 0.8071,                 1.1811,                0.65137,                0.56431,                 0.5741,                0.26682,                 1.8104,                 1.3866,                 1.8231,             9.1509e-06,             9.1509e-06,             9.1509e-06
                     88,                 1.1214,                0.81732,                 1.1835,                0.69908,                0.54092,                0.58165,                0.26268,                 1.7967,                 1.3787,                 1.8284,             9.1409e-06,             9.1409e-06,             9.1409e-06
                     89,                 1.0846,                0.76996,                 1.1895,                0.68478,                0.55209,                0.58346,                0.26874,                 1.7933,                 1.3696,                 1.8276,             9.1309e-06,             9.1309e-06,             9.1309e-06
                     90,                 1.0851,                0.74892,                   1.18,                 0.6076,                 0.5714,                0.57138,                0.26709,                 1.7608,                 1.4206,                 1.8041,             9.1209e-06,             9.1209e-06,             9.1209e-06
                     91,                  1.126,                0.80705,                 1.1883,                0.62534,                0.56586,                0.56178,                0.26016,                 1.8221,                 1.4578,                 1.8693,             9.1109e-06,             9.1109e-06,             9.1109e-06
                     92,                 1.0473,                0.78179,                 1.1757,                0.61797,                0.59093,                0.56844,                0.26719,                 1.8297,                 1.3842,                 1.8791,             9.1009e-06,             9.1009e-06,             9.1009e-06
                     93,                 1.0808,                0.75418,                 1.1648,                0.66079,                 0.5857,                 0.5612,                0.26661,                 1.8226,                  1.447,                 1.8731,             9.0909e-06,             9.0909e-06,             9.0909e-06
