                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.2257,                 1.5022,                 1.5703,                0.55946,                0.52538,                 0.5088,                0.23688,                 1.8044,                 1.8432,                 2.0288,              0.0006832,              0.0006832,              0.0006832
                     35,                 1.2423,                 1.5355,                 1.5744,                0.44167,                0.56337,                0.48705,                0.22685,                 1.7795,                 1.9055,                 1.9921,              0.0006733,              0.0006733,              0.0006733
                     36,                 1.2442,                 1.4905,                 1.5749,                0.49754,                0.54384,                0.49866,                0.22876,                  1.811,                 1.7758,                 2.0242,              0.0006634,              0.0006634,              0.0006634
                     37,                 1.2108,                 1.4775,                 1.5547,                0.55025,                0.53802,                0.52322,                 0.2383,                 1.8031,                 1.6805,                 2.0187,              0.0006535,              0.0006535,              0.0006535
                     38,                 1.2046,                 1.4442,                  1.552,                0.51667,                0.55241,                0.52294,                0.24985,                 1.8568,                  1.849,                 2.0642,              0.0006436,              0.0006436,              0.0006436
                     39,                 1.2002,                 1.4438,                 1.5325,                0.53525,                0.54113,                0.48801,                0.22293,                 1.8656,                 1.8611,                 2.0709,              0.0006337,              0.0006337,              0.0006337
                     40,                 1.1894,                 1.4221,                 1.5278,                0.61662,                0.46974,                0.51494,                0.25364,                 1.8002,                 1.6005,                 2.0051,              0.0006238,              0.0006238,              0.0006238
                     41,                 1.1609,                 1.3859,                 1.5094,                0.65339,                0.58098,                0.59467,                0.29194,                 1.7377,                 1.5495,                 1.9383,              0.0006139,              0.0006139,              0.0006139
                     42,                 1.1623,                 1.4087,                 1.5105,                0.69832,                0.53364,                0.57881,                0.27234,                  1.765,                  1.633,                  1.981,               0.000604,               0.000604,               0.000604
                     43,                 1.1623,                 1.3691,                 1.5056,                0.60505,                0.55484,                0.57081,                0.27631,                 1.8295,                 1.5995,                 2.0596,              0.0005941,              0.0005941,              0.0005941
                     44,                 1.1477,                 1.3541,                 1.5015,                0.71419,                0.50249,                0.58079,                0.28845,                  1.735,                 1.5361,                  1.969,              0.0005842,              0.0005842,              0.0005842
                     45,                 1.1332,                 1.3258,                  1.489,                0.62747,                0.45686,                0.50137,                0.22161,                 1.9057,                 1.8281,                 2.1007,              0.0005743,              0.0005743,              0.0005743
                     46,                 1.1052,                 1.3237,                 1.4767,                0.61466,                 0.5143,                0.55209,                 0.2624,                 1.8152,                 1.6499,                 2.0499,              0.0005644,              0.0005644,              0.0005644
                     47,                 1.1331,                 1.3203,                 1.4743,                0.60891,                0.49587,                0.52858,                0.22456,                 1.8699,                 1.8685,                  2.055,              0.0005545,              0.0005545,              0.0005545
                     48,                 1.1241,                 1.2928,                 1.4778,                0.60894,                0.51079,                0.56084,                0.26754,                 1.7875,                 1.5846,                 2.0213,              0.0005446,              0.0005446,              0.0005446
                     49,                 1.0895,                 1.2458,                 1.4577,                0.55025,                0.60225,                0.54152,                 0.2594,                 1.8501,                 1.7633,                 2.0518,              0.0005347,              0.0005347,              0.0005347
                     50,                 1.0862,                 1.2008,                  1.444,                0.62367,                0.54801,                0.56358,                 0.2616,                 1.7921,                 1.5278,                 2.0254,              0.0005248,              0.0005248,              0.0005248
                     51,                 1.0849,                 1.2152,                 1.4495,                0.56362,                0.56841,                0.55251,                0.24737,                 1.8009,                 1.6951,                 2.0397,              0.0005149,              0.0005149,              0.0005149
